name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,health_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance,category,state,company_rank
Lettuce Entertain You,Casual Restaurants,1,2,291.0,333.0,163.0,48.0,40.0,https://www.leye.com/,Private,1,"Chicago, IL",1971.0,0.63,0.22,0.15,2.4,4.0,4.1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Restaurants, Bars & Food Services", IL,1
William & Mary,Colleges & Universities,1,1,279.0,454.0,88.0,37.0,39.0,https://www.wm.edu/,Education,3,"Williamsburg, VA",1693.0,0.72,0.11,0.17,2.7,4.4,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Education, VA,2
EPAM,IT Services,28,3,3200.0,3900.0,1300.0,627.0,761.0,https://www.epam.com/,Public,6,"Newtown, PA",1993.0,0.56,0.27,0.17,3.0,3.7,4.2,8,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,2,0,1,1,0,0,Information Technology, PA,2
Duck Creek Technologies,Computer Hardware & Software,12,1,132.0,267.0,247.0,21.0,35.0,https://www.duckcreek.com/,Public,1,"Boston, MA",2000.0,0.48,0.48,0.05,2.7,4.1,4.1,8,1,1,1,1,1,1,1,1,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,Information Technology, MA,1
St. Joseph's Health,Health Care Services & Hospitals,5,2,153.0,298.0,733.0,38.0,29.0,https://jobs.stjosephshealth.org/,Subsidiary or Business Segment,1,"Paterson, NJ",1867.0,0.68,0.16,0.16,2.6,3.8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,Health Care Services & Hospitals, NJ,1
Arthrex,Health Care Products Manufacturing,30,1,348.0,410.0,181.0,81.0,107.0,https://www.arthrex.com/,Private,5,"Naples, FL",1981.0,0.61,0.2,0.19,2.9,4.5,4.1,7,1,1,1,1,0,0,0,1,0,1,1,0,0,4,1,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,4,1,1,0,1,1,Manufacturing, FL,1
Sony,Consumer Products Manufacturing,18,3,2200.0,876.0,17.0,406.0,381.0,https://www.sony.net/,Public,8,"Tokyo, Japan",1946.0,0.65,0.13,0.22,2.8,4.1,4.1,6,1,1,1,0,0,0,1,1,0,0,0,0,1,4,0,1,1,1,0,0,0,1,0,4,1,0,1,0,0,1,0,0,0,1,3,1,1,1,0,0,0,5,1,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,1,Manufacturing, Japan,1
Aptive Environmental,Building & Personnel Services,25,1,694.0,366.0,303.0,46.0,49.0,https://www.goaptive.com/,Private,1,"Provo, UT",2015.0,0.74,0.17,0.09,1.9,3.2,4.1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,Business Services, UT,1
Logitech,Computer Hardware & Software,9,1,656.0,610.0,479.0,137.0,284.0,https://www.logitech.com/,Public,6,"Lausanne, Switzerland",1981.0,0.5,0.3,0.2,2.6,4.0,4.2,10,1,1,1,1,1,1,1,1,1,0,0,0,1,7,0,1,1,1,1,1,0,1,1,4,1,1,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,7,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,Information Technology, Switzerland,2
iCIMS,Computer Hardware & Software,4,1,521.0,692.0,119.0,539.0,132.0,https://www.icims.com/,Private,3,"Holmdel, NJ",1999.0,0.79,0.14,0.07,2.9,4.3,4.1,8,1,1,1,1,0,1,1,1,0,0,0,0,1,3,0,1,1,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,1,1,3,1,0,1,0,0,1,6,1,1,1,1,0,0,1,0,1,0,0,2,0,0,1,0,1,Information Technology, NJ,1
NASCAR,Sports & Recreation,5,1,125.0,238.0,57.0,26.0,33.0,https://www.nascar.com/,Private,1,"Daytona Beach, FL",1948.0,0.6,0.2,0.2,2.9,3.6,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arts, Entertainment & Recreation", FL,2
Harmonic,Telecommunications Manufacturing,3,1,161.0,297.0,107.0,34.0,71.0,https://www.harmonicinc.com/,Public,3,"San Jose, CA",1988.0,0.57,0.27,0.17,2.8,3.4,4.1,10,1,1,1,1,1,1,1,1,1,0,1,0,0,4,0,1,0,1,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,1,4,1,0,1,1,0,1,5,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,Telecommunications, CA,1
Nasdaq,Stock Exchanges,17,1,678.0,837.0,224.0,182.0,212.0,https://business.nasdaq.com/,Public,6,"New York, NY",1971.0,0.63,0.19,0.18,2.8,4.2,4.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finance, NY,1
Northern Tool + Equipment,Home Centers & Hardware Stores,1,1,268.0,857.0,289.0,34.0,97.0,https://www.northerntool.com/,Private,5,"Burnsville, MN",1980.0,0.66,0.19,0.16,2.1,3.7,4.1,9,1,1,1,1,0,1,1,1,0,0,1,0,1,3,0,1,1,0,0,0,0,0,1,6,1,1,0,0,0,0,1,1,1,1,6,1,1,1,1,1,1,3,1,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,0,Retail, MN,1
Airbus,Aerospace & Defense,25,3,3200.0,430.0,572.0,625.0,641.0,https://www.airbus.com/,Public,8,"Toulouse, France",1970.0,0.72,0.09,0.18,2.9,4.3,4.2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Aerospace & Defense, France,2
Mosaic,Social Assistance,37,1,258.0,207.0,105.0,21.0,62.0,https://www.mosaicinfo.org/,Nonprofit Organization,3,"Omaha, NE",2003.0,0.57,0.24,0.19,2.0,2.9,4.2,8,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,1,3,0,0,1,1,0,0,1,0,0,0,0,3,0,1,1,0,1,Non-Profit, NE,2
Match,Internet,11,1,171.0,344.0,69.0,53.0,42.0,https://www.mtch.com/,Public,1,"Dallas, TX",1999.0,0.53,0.24,0.22,3.1,4.4,4.2,4,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,5,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,Information Technology, TX,2
Novo Nordisk,Biotech & Pharmaceuticals,19,3,1600.0,766.0,601.0,395.0,431.0,https://www.novonordisk.com/,Public,8,"Bagsværd, Denmark",1923.0,0.65,0.19,0.15,3.0,4.5,4.2,7,1,1,1,1,1,1,1,0,0,0,0,0,0,5,1,1,1,0,1,0,0,1,0,3,1,0,1,0,0,0,0,0,1,0,3,1,1,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,4,1,1,1,0,1,Biotech & Pharmaceuticals, Denmark,2
Ingram Content Group,Publishing,9,1,339.0,270.0,89.0,32.0,73.0,https://www.ingramcontent.com/,Private,1,"La Vergne, TN",1964.0,0.68,0.23,0.1,2.4,4.2,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Media, TN,1
Doterra,Other Retail Stores,1,1,433.0,445.0,84.0,66.0,113.0,https://www.doterra.com/,Private,5,"Pleasant Grove, UT",2008.0,0.7,0.18,0.12,2.4,4.0,4.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Retail, UT,1
Fitbit,Consumer Products Manufacturing,13,1,395.0,780.0,16.0,298.0,100.0,https://www.fitbit.com/,Public,1,"San Francisco, CA",2007.0,0.39,0.4,0.21,2.9,3.7,4.1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing, CA,1
International Rescue Committee,Social Assistance,8,2,890.0,659.0,224.0,240.0,151.0,https://www.rescue.org/,Nonprofit Organization,4,"New York, NY",1952.0,0.74,0.13,0.13,2.6,4.2,4.1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Non-Profit, NY,1
FirstEnergy,Utilities,17,3,363.0,565.0,24.0,62.0,110.0,https://www.firstenergycorp.com/,Public,8,"Akron, OH",1997.0,0.66,0.07,0.28,2.8,3.6,4.1,7,1,1,1,1,1,1,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,4,1,1,1,0,1,"Oil, Gas, Energy & Utilities", OH,1
Brown-Forman,Food & Beverage Manufacturing,9,1,443.0,269.0,116.0,77.0,133.0,https://www.brown-forman.com/,Public,6,"Louisville, KY",1870.0,0.64,0.19,0.16,2.9,4.4,4.1,11,1,1,1,1,1,1,1,1,1,0,1,0,1,6,1,1,1,1,1,0,0,0,1,5,1,1,0,1,0,0,0,1,1,0,3,1,0,1,0,0,1,5,1,0,1,0,1,0,0,1,1,0,0,4,1,1,1,0,1,Manufacturing, KY,1
First Watch,Casual Restaurants,1,2,404.0,506.0,1900.0,48.0,54.0,https://www.firstwatch.com/,Private,4,"University Park, FL",1983.0,0.63,0.19,0.19,1.8,3.1,4.0,6,1,1,1,1,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,3,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,"Restaurants, Bars & Food Services", FL,1
Thomas Jefferson University,Colleges & Universities,2,2,377.0,942.0,1700.0,51.0,119.0,https://www.jefferson.edu/,Education,4,"Philadelphia, PA",1817.0,0.71,0.06,0.22,2.6,4.1,4.0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,Education, PA,1
US Agency for International Development,Federal Agencies,1,2,582.0,446.0,22.0,112.0,161.0,https://www.usaid.gov/,Government,2,"Washington, DC",1950.0,0.75,0.06,0.19,3.0,3.8,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,Goverment, DC,1
MultiPlan,Health Care Services & Hospitals,11,1,283.0,471.0,51.0,35.0,78.0,https://www.multiplan.com/,Public,1,"New York, NY",1980.0,0.68,0.15,0.18,2.5,4.0,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Health Care Services & Hospitals, NY,1
Philips Lighting,Electrical & Electronic Manufacturing,2,3,616.0,278.0,13.0,127.0,195.0,https://www.signify.com/,Public,7,"Eindhoven, Netherlands",1891.0,0.71,0.13,0.17,2.8,3.8,4.0,10,1,1,1,1,1,1,1,0,1,0,1,0,1,3,0,1,0,1,0,0,0,1,0,4,0,0,1,0,1,0,0,1,1,0,4,1,1,1,0,0,1,4,1,0,1,0,0,0,1,0,1,0,0,3,1,0,1,0,1,Manufacturing, Netherlands,1
Munich Re,Insurance Carriers,10,3,452.0,265.0,1500.0,147.0,124.0,https://www.munichre.com/,Public,8,"Munich, Germany",1880.0,0.62,0.12,0.26,3.0,4.0,4.1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,Insurance, Germany,1
Auto-Owners Insurance,Insurance Carriers,29,2,502.0,874.0,189.0,131.0,169.0,https://www.auto-owners.com/,Private,2,"Lansing, MI",1916.0,0.71,0.07,0.22,2.4,3.9,4.1,9,1,1,1,1,1,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,3,1,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,Insurance, MI,1
Hannaford,Grocery Stores & Supermarkets,1,3,920.0,1400.0,1000.0,130.0,137.0,https://www.hannaford.com/,Public,6,"Scarborough, ME",1883.0,0.78,0.02,0.19,2.0,2.8,4.0,7,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Retail, ME,1
The Hershey Company,Food & Beverage Manufacturing,18,3,1100.0,1400.0,5.0,402.0,324.0,https://www.thehersheycompany.com/,Public,7,"Hershey, PA",1894.0,0.54,0.19,0.27,3.0,4.0,4.0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,6,0,1,1,1,1,1,0,0,1,3,1,0,1,0,0,0,0,0,1,0,4,1,1,1,0,0,1,4,1,0,1,0,0,0,1,1,0,0,0,3,1,1,1,0,0,Manufacturing, PA,1
Logicalis,IT Services,11,1,694.0,239.0,151.0,66.0,175.0,https://www.logicalis.com/,Private,5,"Slough, United Kingdom",1988.0,0.74,0.11,0.15,2.7,4.0,4.0,5,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, United Kingdom,1
Wipfli,Accounting,48,1,204.0,485.0,117.0,41.0,32.0,https://www.wipfli.com/,Private,3,"Milwaukee, WI",1930.0,0.71,0.12,0.17,2.7,3.5,4.1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accounting & Legal, WI,1
City of Raleigh,Municipal Governments,1,1,128.0,266.0,188.0,17.0,64.0,https://www.raleigh-nc.org/,Government,2,"Raleigh, NC",1792.0,0.65,0.18,0.18,2.4,3.9,4.0,5,1,1,1,0,0,0,0,0,0,0,1,1,0,3,1,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,2,0,1,1,0,0,Goverment, NC,1
Jones Day,Legal,6,1,275.0,313.0,12.0,86.0,61.0,https://www.jonesday.com/,Private,4,"Cleveland, OH",1893.0,0.63,0.12,0.24,2.9,3.4,4.0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accounting & Legal, OH,1
TTI Texas,Wholesale,6,1,141.0,165.0,76.0,25.0,74.0,https://www.ttiinc.com/,Subsidiary or Business Segment,6,"Fort Worth, TX",1971.0,0.79,0.08,0.13,2.7,3.2,4.0,8,1,1,0,1,1,1,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,Business Services, TX,1
AvalonBay Communities,Real Estate,25,1,697.0,1200.0,154.0,135.0,218.0,https://www.avaloncommunities.com/,Public,6,"Arlington, VA",1998.0,0.72,0.14,0.14,2.7,4.2,4.0,8,1,1,1,1,1,1,0,0,1,0,0,1,0,6,0,1,1,1,1,1,0,0,1,3,1,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,1,Real Estate, VA,1
Celgene,Biotech & Pharmaceuticals,19,2,556.0,700.0,0.0,136.0,300.0,https://www.celgene.com/,Public,8,"Summit, NJ",1986.0,0.66,0.19,0.15,2.8,4.3,4.0,11,1,1,1,1,1,1,1,1,1,0,1,0,1,7,0,1,1,1,1,1,1,1,0,6,1,1,1,0,1,0,0,0,1,1,4,1,1,1,0,0,1,7,1,0,1,1,1,0,1,0,1,0,1,3,0,1,1,0,1,Biotech & Pharmaceuticals, NJ,1
The Princeton Review,Education Training Services,25,1,595.0,676.0,200.0,146.0,119.0,https://www.princetonreview.com/,Private,2,"New York, NY",1981.0,0.74,0.17,0.09,2.6,3.1,4.1,7,1,1,1,1,1,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Education, NY,1
Akron Children's Hospital,Health Care Services & Hospitals,2,2,162.0,261.0,257.0,16.0,54.0,https://www.akronchildrens.org/,Hospital,5,"Akron, OH",1890.0,0.63,0.13,0.25,2.5,3.8,4.0,5,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1,Health Care Services & Hospitals, OH,1
Sun Microsystems,Enterprise Software & Network Solutions,15,3,1200.0,2100.0,23.0,66.0,79.0,https://www.oracle.com/,Private,8,"Santa Clara, CA",1982.0,0.69,0.06,0.26,3.1,4.4,4.1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Information Technology, CA,1
Gerdau,Metal & Mineral Manufacturing,11,3,1600.0,171.0,102.0,162.0,510.0,https://www.gerdau.com.br/,Public,8,"Porto Alegre, Brazil",1901.0,0.79,0.06,0.15,3.0,3.7,4.1,7,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,Manufacturing, Brazil,1
Spherion,Staffing & Outsourcing,31,3,602.0,957.0,1700.0,96.0,51.0,https://www.spherion.com/,Others,1,"Atlanta, GA",1946.0,0.57,0.24,0.18,2.1,2.7,3.8,5,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Services, GA,0
Fractal,Consulting,12,1,828.0,891.0,85.0,447.0,162.0,https://www.fractal.ai/,Private,3,"New York, NY",2000.0,0.72,0.18,0.1,3.2,3.7,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Services, NY,1
Otsuka,Biotech & Pharmaceuticals,2,1,308.0,326.0,174.0,47.0,125.0,https://www.otsuka-us.com/,Private,1,"Princeton, NJ",1989.0,0.47,0.38,0.16,3.0,4.0,3.9,6,1,1,1,1,0,1,0,0,1,0,0,0,0,5,1,1,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,Biotech & Pharmaceuticals, NJ,1
Atmos Energy,Oil & Gas Services,7,1,165.0,229.0,29.0,32.0,44.0,https://www.atmosenergy.com/,Public,6,"Dallas, TX",1906.0,0.79,0.03,0.17,2.4,4.4,4.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oil, Gas, Energy & Utilities", TX,1
First National Bank of Omaha,Investment Banking & Asset Management,9,1,365.0,577.0,131.0,72.0,112.0,https://www.firstnational.com/,Private,5,"Omaha, NE",1857.0,0.71,0.13,0.16,2.6,4.2,4.1,9,1,1,1,1,1,1,1,1,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,5,1,1,0,1,0,1,1,0,0,0,4,1,1,1,1,0,0,5,1,0,1,1,0,0,1,0,1,0,0,2,0,0,1,0,1,Finance, NE,1
Eckerd Connect,Social Assistance,2,1,154.0,125.0,191.0,11.0,22.0,https://www.eckerd.org/,Nonprofit Organization,3,"Clearwater, FL",1964.0,0.64,0.09,0.27,2.7,4.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Non-Profit, FL,1
Shriners Hospitals For Children,Health Care Services & Hospitals,14,2,250.0,232.0,23.0,31.0,95.0,https://www.shrinershq.org/hospitals,Subsidiary or Business Segment,3,"Tampa, FL",1925.0,0.76,0.17,0.07,2.7,4.0,4.0,7,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,3,0,0,0,0,1,0,1,0,1,0,0,3,0,1,1,0,1,Health Care Services & Hospitals, FL,1
HonorHealth,Health Care Services & Hospitals,10,3,492.0,749.0,1400.0,85.0,183.0,https://www.honorhealthjobs.com/,Hospital,1,"Scottsdale, AZ",2014.0,0.61,0.24,0.15,2.4,3.7,4.0,8,1,1,1,1,0,1,1,1,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,5,1,0,0,0,0,1,0,1,1,1,3,1,0,1,0,0,1,4,1,0,1,1,0,0,0,0,1,0,0,2,0,0,1,0,1,Health Care Services & Hospitals, AZ,1
Covenant HealthCare,Health Care Services & Hospitals,1,1,125.0,233.0,164.0,16.0,34.0,https://www.covenanthealthcare.com/,Nonprofit Organization,4,"Saginaw, MI",1998.0,0.75,0.25,0.07,2.5,3.8,3.9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Health Care Services & Hospitals, MI,1
Knights of Columbus,Insurance Carriers,2,1,186.0,125.0,0.0,20.0,68.0,https://www.kofc.org/,Nonprofit Organization,6,"New Haven, CT",1882.0,0.61,0.22,0.17,2.8,3.4,4.0,4,1,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Insurance, CT,1
WatchGuard Technologies,Computer Hardware & Software,3,1,157.0,223.0,31.0,49.0,21.0,https://www.watchguard.com/,Private,3,"Seattle, WA",1996.0,0.48,0.35,0.17,2.8,3.8,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, WA,1
SEC,Federal Agencies,1,1,317.0,247.0,1.0,119.0,80.0,https://www.sec.gov/,Government,5,"Washington, DC",1934.0,0.82,0.06,0.11,2.7,4.3,4.3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,Goverment, DC,2
Herbalife,"Health, Beauty, & Fitness",4,2,1300.0,769.0,103.0,148.0,261.0,https://www.herbalife.com/,Public,7,"Los Angeles, CA",1980.0,0.58,0.24,0.18,2.6,3.8,4.1,5,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Customer Services, CA,1
